R CLIF-BAR-CHOCOLATE-CHIP 8
R ALTOIDS-PEPPERMINT 5
R LIFE-SAVERS-GUMMIES 3
R STARBURST 10
O SKITTLES 4 8
O LIFE-SAVERS-GUMMIES 4 4
R CHEETOS-FLAMIN'-HOT 5
O HOSTESS-DONETTES-POWDERED 9 7
M 2
P M&M 10
R NUTRI-GRAIN-STRAWBERRY 1
R MILKY-WAY 8
O ALTOIDS-PEPPERMINT 4 10
M 8
R PRINGLES-ORIGINAL 3
R STARBUCKS-FRAPPUCCINO 9
R COCA-COLA 5
R STARBUCKS-FRAPPUCCINO 9
R MENTOS-FRUIT 5
R MONSTER-ENERGY 2
R LAYS-CLASSIC 7
R TROPICANA-ORANGE-JUICE 10
R DR-PEPPER 5
R LIFE-SAVERS-GUMMIES 4
M 6
R DR-PEPPER 9
R TWIX 1
R MOUNTAIN-DEW 6
R DR-PEPPER 5
R CHEETOS-CRUNCHY 4
P KIND-BAR-DARK-CHOCOLATE-NUT 8
R FIJI-WATER 6
R 3-MUSKETEERS 9
P SNICKERS 9
R SNICKERS 2
O PRINGLES-SOUR-CREAM-&-ONION 1 10
R STARBUCKS-FRAPPUCCINO 8
P TIC-TAC-ORANGE 5
K WHAT-A-MATRAKA
R NESQUIK-CHOCOLATE-MILK 1
R SMARTWATER 2
R HOSTESS-TWINKIES 10
O MENTOS-FRUIT 2 6
R NESTEA-LEMON-TEA 7
R LAYS-CLASSIC 7
R MENTOS-FRUIT 9
O FANTA-ORANGE 8 4
R CHEETOS-CRUNCHY 8
O COCA-COLA 4 3
R AQUAFINA-WATER 1
R ALTOIDS-PEPPERMINT 6
R LIFE-SAVERS-GUMMIES 2
P CHEETOS-FLAMIN'-HOT 9
R RITZ-CRACKERS 5
R STARBUCKS-FRAPPUCCINO 8
O AQUAFINA-WATER 5 2
R POCKY-CHOCOLATE 6
O DASANI-WATER 10 9
R PEPSI 7
P LIFE-SAVERS-GUMMIES 8
P KIND-BAR-DARK-CHOCOLATE-NUT 2
R GATORADE 5
O AQUAFINA-WATER 1 7
R EXTRA-PEPPERMINT-GUM 1
R DASANI-WATER 5
P OREO 4
R SKITTLES 7
R MENTOS-FRUIT 6
P HOSTESS-DONETTES-POWDERED 8
R LIFE-SAVERS-GUMMIES 3
R NESTEA-LEMON-TEA 3
M 8
R OREO 4
O POWERADE 9 3
P PRINGLES-SOUR-CREAM-&-ONION 7
R LIFE-SAVERS-GUMMIES 2
R TRIDENT-SPEARMINT-GUM 9
M 9
O NESQUIK-CHOCOLATE-MILK 5 1
R TROPICANA-ORANGE-JUICE 3
K WHAT-A-MATRAKA
R MOUNTAIN-DEW 9
R SMARTWATER 5
P NUTRI-GRAIN-STRAWBERRY 9
K WHAT-A-MATRAKA
R HOSTESS-TWINKIES 8
R DR-PEPPER 5
R LAYS-BARBECUE 7
R CHEETOS-CRUNCHY 8
R NUTRI-GRAIN-STRAWBERRY 6
O SNICKERS 2 2
R AQUAFINA-WATER 6
R MOUNTAIN-DEW 2
O MILKY-WAY 9 6
R LAYS-CLASSIC 1
O TROPICANA-ORANGE-JUICE 5 9
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R SPRITE 6
R DASANI-WATER 9
R TASTYKAKE-HONEY-BUN 1
R M&M 3
R NUTRI-GRAIN-STRAWBERRY 9
M 6
R DORITOS-COOL-RANCH 6
O CHEETOS-CRUNCHY 10 1
R TIC-TAC-ORANGE 5
R 3-MUSKETEERS 8
R POWERADE 5
R COCA-COLA 8
O TROPICANA-ORANGE-JUICE 9 8
R EXTRA-PEPPERMINT-GUM 7
R OREO 6
R TIC-TAC-ORANGE 9
R LAYS-CLASSIC 1
M 5
P LAYS-CLASSIC 2
P STARBUCKS-FRAPPUCCINO 5
R AQUAFINA-WATER 6
P DR-PEPPER 2
P DR-PEPPER 5
P LAYS-CLASSIC 10
O OREO 4 4
R PEPSI 7
R HOSTESS-DONETTES-POWDERED 4
R SKITTLES 10
R FANTA-ORANGE 4
R SNICKERS 9
R 3-MUSKETEERS 3
R POWERADE 4
O STARBUCKS-FRAPPUCCINO 10 2
R TASTYKAKE-HONEY-BUN 2
R NESTEA-LEMON-TEA 9
P TASTYKAKE-HONEY-BUN 10
R TIC-TAC-ORANGE 5
P POWERADE 4
R 3-MUSKETEERS 2
R NESQUIK-CHOCOLATE-MILK 3
M 7
R M&M 6
R DASANI-WATER 3
R RITZ-CRACKERS 3
P TROPICANA-ORANGE-JUICE 5
K WHAT-A-MATRAKA
O PEPSI 10 2
R 3-MUSKETEERS 10
P MOUNTAIN-DEW 5
R DORITOS-COOL-RANCH 8
P MONSTER-ENERGY 4
R MOUNTAIN-DEW 5
R HOSTESS-TWINKIES 1
M 2
R PRINGLES-SOUR-CREAM-&-ONION 8
O MONSTER-ENERGY 10 4
R KIND-BAR-DARK-CHOCOLATE-NUT 1
R SNICKERS 4
R 3-MUSKETEERS 10
P FANTA-ORANGE 10
R TASTYKAKE-HONEY-BUN 10
O SUN-CHIPS-HARVEST-CHEDDAR 4 9
R HOSTESS-TWINKIES 1
R CLIF-BAR-CHOCOLATE-CHIP 9
R HOSTESS-TWINKIES 3
P RITZ-CRACKERS 6
P KIND-BAR-DARK-CHOCOLATE-NUT 1
R TROPICANA-ORANGE-JUICE 6
R CHEETOS-FLAMIN'-HOT 3
M 9
P PLANET-OATS-CHOCOLATE-MILK 8
P TRIDENT-SPEARMINT-GUM 1
R EXTRA-PEPPERMINT-GUM 7
M 10
R PLANET-OATS-CHOCOLATE-MILK 4
R SPRITE 1
P SKITTLES 6
P ALTOIDS-PEPPERMINT 1
R DORITOS-COOL-RANCH 4
R PEPSI 6
R SNICKERS 4
O PEPSI 3 9
R STARBUCKS-FRAPPUCCINO 1
R GATORADE 8
R M&M 5
R ALTOIDS-PEPPERMINT 6
P POWERADE 5
P KIND-BAR-DARK-CHOCOLATE-NUT 2
R AQUAFINA-WATER 3
R HOSTESS-TWINKIES 6
R TRIDENT-SPEARMINT-GUM 9
R LAYS-CLASSIC 9
P COCA-COLA 10
O POCKY-CHOCOLATE 2 3
O 3-MUSKETEERS 10 5
P LAYS-BARBECUE 9
R KIND-BAR-DARK-CHOCOLATE-NUT 5
K WHAT-A-MATRAKA
R MENTOS-FRUIT 2
R MONSTER-ENERGY 8
R POWERADE 9
P PRINGLES-SOUR-CREAM-&-ONION 7
R SMARTWATER 1
R GATORADE 1
P ALTOIDS-PEPPERMINT 6
R NESTEA-LEMON-TEA 9
P KIT-KAT 4
R TWIX 4
R CHEETOS-CRUNCHY 3
M 1
R SNICKERS 7
R NUTRI-GRAIN-STRAWBERRY 4
R TROPICANA-ORANGE-JUICE 8
P HOSTESS-DONETTES-POWDERED 10
R LAYS-CLASSIC 9
R PRINGLES-SOUR-CREAM-&-ONION 5
M 7
M 9
O DORITOS-COOL-RANCH 3 7
R CHEETOS-CRUNCHY 10
R HOSTESS-TWINKIES 5
O KIND-BAR-DARK-CHOCOLATE-NUT 8 6
R POCKY-CHOCOLATE 9
R SKITTLES 1
R POCKY-CHOCOLATE 6
P NESTEA-LEMON-TEA 9
P STARBURST 2
R SKITTLES 6
O DR-PEPPER 5 1
R FANTA-ORANGE 4
R SUN-CHIPS-HARVEST-CHEDDAR 2
R MENTOS-FRUIT 2
R STARBUCKS-FRAPPUCCINO 2
R DORITOS-COOL-RANCH 8
R POWERADE 7
P PLANET-OATS-CHOCOLATE-MILK 10
R DR-PEPPER 9
P HOSTESS-DONETTES-POWDERED 9
R SPRITE 1
P CHEETOS-FLAMIN'-HOT 7
R SMARTWATER 2
R EXTRA-PEPPERMINT-GUM 4
R CHEETOS-CRUNCHY 5
R LAYS-BARBECUE 6
R SMARTWATER 2
R NESTEA-LEMON-TEA 10
R HOSTESS-TWINKIES 3
M 5
R 3-MUSKETEERS 6
R PEPSI 7
K WHAT-A-MATRAKA
P FIJI-WATER 4
R SMARTWATER 6
R SUN-CHIPS-HARVEST-CHEDDAR 6
R RED-BULL 9
R STARBURST 8
R POWERADE 4
R FIJI-WATER 7
R KIT-KAT 8
R M&M 10
R STARBUCKS-FRAPPUCCINO 6
R COCA-COLA 2
P AQUAFINA-WATER 1
R M&M 5
R HOSTESS-TWINKIES 3
R MENTOS-FRUIT 1
O SMARTWATER 7 3
O SNICKERS 2 3
R PEPSI 9
M 3
R PRINGLES-ORIGINAL 3
P DR-PEPPER 10
P MENTOS-FRUIT 5
R SNICKERS 2
R KIT-KAT 8
R NESQUIK-CHOCOLATE-MILK 6
P PRINGLES-ORIGINAL 2
R OREO 10
R FANTA-ORANGE 7
R FIJI-WATER 6
O ALTOIDS-PEPPERMINT 4 3
R COCA-COLA 3
R LIFE-SAVERS-GUMMIES 4
P FANTA-ORANGE 3
P 3-MUSKETEERS 6
M 2
P DR-PEPPER 5
R LAYS-CLASSIC 2
O MONSTER-ENERGY 3 4
R PLANET-OATS-CHOCOLATE-MILK 4
R LAYS-CLASSIC 5
R RED-BULL 1
R SKITTLES 3
R AQUAFINA-WATER 4
R CHEETOS-CRUNCHY 6
K WHAT-A-MATRAKA
R TIC-TAC-ORANGE 9
R NUTRI-GRAIN-STRAWBERRY 7
R SUN-CHIPS-HARVEST-CHEDDAR 1
R NESTEA-LEMON-TEA 8
M 7
R TIC-TAC-ORANGE 10
R HOSTESS-DONETTES-POWDERED 6
R FIJI-WATER 4
R POCKY-CHOCOLATE 8
R AQUAFINA-WATER 6
R CLIF-BAR-CHOCOLATE-CHIP 6
R LAYS-CLASSIC 7
R PEPSI 8
M 4
R HOSTESS-TWINKIES 1
R STARBUCKS-FRAPPUCCINO 8
R LAYS-BARBECUE 6
P TROPICANA-ORANGE-JUICE 1
R KIT-KAT 2
R CHEETOS-CRUNCHY 3
R HARIBO-GOLD-BEARS 10
R STARBURST 6
R OREO 9
R GATORADE 3
R COCA-COLA 6
R LIFE-SAVERS-GUMMIES 10
R CHEETOS-FLAMIN'-HOT 7
R 3-MUSKETEERS 8
R AQUAFINA-WATER 6
R CHEETOS-FLAMIN'-HOT 1
M 5
P TROPICANA-ORANGE-JUICE 7
R GATORADE 8
R TIC-TAC-ORANGE 3
P TROPICANA-ORANGE-JUICE 2
K WHAT-A-MATRAKA
P TWIX 8
P HOSTESS-DONETTES-POWDERED 3
P TWIX 7
R POWERADE 1
R CHEETOS-FLAMIN'-HOT 9
P TWIX 6
R PLANET-OATS-CHOCOLATE-MILK 8
R STARBUCKS-FRAPPUCCINO 3
R POCKY-CHOCOLATE 5
R SUN-CHIPS-HARVEST-CHEDDAR 7
R LAYS-CLASSIC 5
O DORITOS-NACHO-CHEESE 5 2
O CLIF-BAR-CHOCOLATE-CHIP 4 1
R CHEETOS-CRUNCHY 10
R CHEETOS-CRUNCHY 1
R EXTRA-PEPPERMINT-GUM 6
P 3-MUSKETEERS 9
P GATORADE 5
R ALTOIDS-PEPPERMINT 4
P MONSTER-ENERGY 6
P SNICKERS 6
R NESQUIK-CHOCOLATE-MILK 10
P FIJI-WATER 3
R SNICKERS 1
P LIFE-SAVERS-GUMMIES 5
P CHEETOS-CRUNCHY 9
R PRINGLES-ORIGINAL 2
R SUN-CHIPS-HARVEST-CHEDDAR 5
O LAYS-CLASSIC 2 10
P 3-MUSKETEERS 1
P FANTA-ORANGE 10
R FANTA-ORANGE 4
P POWERADE 7
R PLANET-OATS-CHOCOLATE-MILK 3
R POCKY-CHOCOLATE 10
R PLANET-OATS-CHOCOLATE-MILK 3
O DASANI-WATER 9 7
R HOSTESS-DONETTES-POWDERED 2
R ALTOIDS-PEPPERMINT 10
P DORITOS-COOL-RANCH 4
R HARIBO-GOLD-BEARS 6
P SKITTLES 8
R SUN-CHIPS-HARVEST-CHEDDAR 3
O CHEETOS-CRUNCHY 9 8
R LAYS-BARBECUE 8
R DORITOS-COOL-RANCH 5
M 10
P LAYS-CLASSIC 6
P KIND-BAR-DARK-CHOCOLATE-NUT 8
O OREO 9 10
R FIJI-WATER 4
R NESTEA-LEMON-TEA 6
P KIND-BAR-DARK-CHOCOLATE-NUT 7
R SKITTLES 5
K WHAT-A-MATRAKA
K WHAT-A-MATRAKA
R CHEETOS-CRUNCHY 8
M 1
R M&M 7
R 3-MUSKETEERS 3
R PLANET-OATS-CHOCOLATE-MILK 10
M 6
M 7
R MILKY-WAY 3
R SMARTWATER 8
R DORITOS-COOL-RANCH 3
R AQUAFINA-WATER 4
R LAYS-BARBECUE 7
R TIC-TAC-ORANGE 1
K WHAT-A-MATRAKA
R TIC-TAC-ORANGE 4
R POWERADE 9
R PLANET-OATS-CHOCOLATE-MILK 8
R RITZ-CRACKERS 9
R NESQUIK-CHOCOLATE-MILK 8
R MONSTER-ENERGY 8
R NUTRI-GRAIN-STRAWBERRY 7
R HOSTESS-DONETTES-POWDERED 1
R MILKY-WAY 5
R TWIX 3
R FANTA-ORANGE 3
M 7
R HOSTESS-DONETTES-POWDERED 7
P PRINGLES-SOUR-CREAM-&-ONION 3
M 9
R CLIF-BAR-CHOCOLATE-CHIP 1
R SUN-CHIPS-HARVEST-CHEDDAR 3
R POWERADE 2
R STARBURST 2
O HOSTESS-DONETTES-POWDERED 2 5
M 5
R KIT-KAT 10
P RED-BULL 3
R TRIDENT-SPEARMINT-GUM 2
R RITZ-CRACKERS 6
R TASTYKAKE-HONEY-BUN 7
R KIND-BAR-DARK-CHOCOLATE-NUT 9
R COCA-COLA 7
P STARBUCKS-FRAPPUCCINO 8
R STARBUCKS-FRAPPUCCINO 4
P LAYS-CLASSIC 8
P OREO 8
R CHEETOS-FLAMIN'-HOT 2
P RED-BULL 10
R NESQUIK-CHOCOLATE-MILK 9
R MENTOS-FRUIT 4
P M&M 7
R FANTA-ORANGE 5
R MILKY-WAY 1
R HOSTESS-TWINKIES 10
P CLIF-BAR-CHOCOLATE-CHIP 10
R RITZ-CRACKERS 2
R PLANET-OATS-CHOCOLATE-MILK 5
M 5
O MILKY-WAY 9 8
P AQUAFINA-WATER 7
R PRINGLES-SOUR-CREAM-&-ONION 5
O KIND-BAR-DARK-CHOCOLATE-NUT 1 10
R TASTYKAKE-HONEY-BUN 7
O STARBURST 10 4
R TIC-TAC-ORANGE 3
R TIC-TAC-ORANGE 6
R OREO 8
M 7
R AQUAFINA-WATER 4
R LAYS-CLASSIC 9
O PLANET-OATS-CHOCOLATE-MILK 3 7
R DORITOS-NACHO-CHEESE 10
R FIJI-WATER 10
K WHAT-A-MATRAKA
R CLIF-BAR-CHOCOLATE-CHIP 1
O DORITOS-NACHO-CHEESE 10 9
R MOUNTAIN-DEW 1
R LAYS-BARBECUE 2
K WHAT-A-MATRAKA
O SPRITE 1 8
M 7
R MENTOS-FRUIT 8
R NESQUIK-CHOCOLATE-MILK 3
R OREO 9
P MILKY-WAY 9
R MENTOS-FRUIT 9
R DORITOS-COOL-RANCH 10
P OREO 8
R OREO 2
O FANTA-ORANGE 9 5
R MOUNTAIN-DEW 10
P TASTYKAKE-HONEY-BUN 9
P HARIBO-GOLD-BEARS 4
P TASTYKAKE-HONEY-BUN 9
P MOUNTAIN-DEW 9
R MONSTER-ENERGY 1
R NESTEA-LEMON-TEA 7
R SNICKERS 6
R TIC-TAC-ORANGE 1
K WHAT-A-MATRAKA
R MONSTER-ENERGY 2
R LAYS-BARBECUE 9
P SKITTLES 10
P DORITOS-NACHO-CHEESE 4
O STARBURST 9 10
R OREO 8
R SPRITE 4
R PRINGLES-ORIGINAL 5
R MILKY-WAY 1
M 2
M 9
R NESTEA-LEMON-TEA 2
R LIFE-SAVERS-GUMMIES 7
P NUTRI-GRAIN-STRAWBERRY 7
R SKITTLES 1
R SNICKERS 5
P STARBUCKS-FRAPPUCCINO 9
P HOSTESS-DONETTES-POWDERED 6
P DORITOS-NACHO-CHEESE 7
R PEPSI 2
R MOUNTAIN-DEW 8
P MONSTER-ENERGY 10
P NESQUIK-CHOCOLATE-MILK 4
R M&M 10
P HOSTESS-TWINKIES 7
P POCKY-CHOCOLATE 8
M 8
R DR-PEPPER 10
R DASANI-WATER 3
R STARBUCKS-FRAPPUCCINO 5
R PRINGLES-SOUR-CREAM-&-ONION 10
R 3-MUSKETEERS 5
P CLIF-BAR-CHOCOLATE-CHIP 3
P TWIX 4
R OREO 8
R LIFE-SAVERS-GUMMIES 2
R LAYS-BARBECUE 5
P MONSTER-ENERGY 3
R M&M 9
O RED-BULL 8 7
R PLANET-OATS-CHOCOLATE-MILK 4
R LAYS-CLASSIC 9
O TRIDENT-SPEARMINT-GUM 8 2
P DORITOS-NACHO-CHEESE 1
R MOUNTAIN-DEW 3
O SPRITE 10 10
R TIC-TAC-ORANGE 5
R TRIDENT-SPEARMINT-GUM 9
R DR-PEPPER 1
P MONSTER-ENERGY 10
P DR-PEPPER 2
R MILKY-WAY 2
R SNICKERS 9
R TIC-TAC-ORANGE 1
P SPRITE 1
R DORITOS-NACHO-CHEESE 6
R LAYS-BARBECUE 9
R HARIBO-GOLD-BEARS 6
R NUTRI-GRAIN-STRAWBERRY 10
K WHAT-A-MATRAKA
P EXTRA-PEPPERMINT-GUM 8
P M&M 7
R HOSTESS-TWINKIES 6
R KIND-BAR-DARK-CHOCOLATE-NUT 8
R CLIF-BAR-CHOCOLATE-CHIP 8
R PLANET-OATS-CHOCOLATE-MILK 10
P CLIF-BAR-CHOCOLATE-CHIP 4
R COCA-COLA 2
R CHEETOS-CRUNCHY 2
R POWERADE 10
R STARBUCKS-FRAPPUCCINO 8
M 7
R LIFE-SAVERS-GUMMIES 9
P POCKY-CHOCOLATE 1
R MONSTER-ENERGY 9
P NESTEA-LEMON-TEA 2
P SNICKERS 4
R DR-PEPPER 8
O SPRITE 7 6
P PRINGLES-SOUR-CREAM-&-ONION 3
R DORITOS-NACHO-CHEESE 9
R MILKY-WAY 10
P COCA-COLA 5
