R CHEETOS-FLAMIN'-HOT 1
P OREO 6
P AQUAFINA-WATER 9
P TWIX 10
P DASANI-WATER 9
O STARBURST 5 6
R PRINGLES-ORIGINAL 2
R DORITOS-COOL-RANCH 7
R DORITOS-COOL-RANCH 2
R DORITOS-COOL-RANCH 3
P LIFE-SAVERS-GUMMIES 2
R PEPSI 9
O CHEETOS-CRUNCHY 7 4
R MENTOS-FRUIT 2
M 1
O RITZ-CRACKERS 10 1
R CLIF-BAR-CHOCOLATE-CHIP 6
R TASTYKAKE-HONEY-BUN 4
M 10
R LIFE-SAVERS-GUMMIES 6
O STARBURST 3 7
R LAYS-CLASSIC 6
O DR-PEPPER 2 6
R M&M 5
R LAYS-BARBECUE 7
R KIND-BAR-DARK-CHOCOLATE-NUT 5
R STARBURST 2
P LAYS-CLASSIC 4
O MENTOS-FRUIT 4 9
R MILKY-WAY 6
R OREO 2
R DORITOS-NACHO-CHEESE 1
R TIC-TAC-ORANGE 9
P PRINGLES-ORIGINAL 9
R STARBURST 3
O TIC-TAC-ORANGE 5 9
P RED-BULL 4
R KIT-KAT 4
R MENTOS-FRUIT 9
R SPRITE 10
P TASTYKAKE-HONEY-BUN 4
R FIJI-WATER 4
M 7
O FANTA-ORANGE 5 1
R MILKY-WAY 9
R AQUAFINA-WATER 5
M 10
R SUN-CHIPS-HARVEST-CHEDDAR 2
O PEPSI 8 1
R SKITTLES 9
O 3-MUSKETEERS 5 8
R LAYS-BARBECUE 4
R PLANET-OATS-CHOCOLATE-MILK 6
R LAYS-CLASSIC 5
R TWIX 4
O CHEETOS-CRUNCHY 3 8
M 7
R SMARTWATER 1
R TWIX 10
R POWERADE 2
P PEPSI 1
R CLIF-BAR-CHOCOLATE-CHIP 4
O SPRITE 6 9
R CHEETOS-CRUNCHY 5
P KIND-BAR-DARK-CHOCOLATE-NUT 8
P TIC-TAC-ORANGE 2
O COCA-COLA 9 6
P TROPICANA-ORANGE-JUICE 5
R KIND-BAR-DARK-CHOCOLATE-NUT 4
R DASANI-WATER 2
R TIC-TAC-ORANGE 5
P DORITOS-COOL-RANCH 5
R 3-MUSKETEERS 7
R FIJI-WATER 7
R HOSTESS-TWINKIES 7
R LAYS-BARBECUE 5
R CHEETOS-FLAMIN'-HOT 3
R ALTOIDS-PEPPERMINT 7
R MILKY-WAY 2
R DR-PEPPER 10
O SUN-CHIPS-HARVEST-CHEDDAR 1 3
R MOUNTAIN-DEW 9
R TRIDENT-SPEARMINT-GUM 6
K WHAT-A-MATRAKA
R DORITOS-COOL-RANCH 1
R HARIBO-GOLD-BEARS 3
R HOSTESS-TWINKIES 8
M 2
R SMARTWATER 7
