R DASANI-WATER 8
O DR-PEPPER 3 9
R NESQUIK-CHOCOLATE-MILK 1
P POCKY-CHOCOLATE 3
R TIC-TAC-ORANGE 1
M 7
R DORITOS-COOL-RANCH 1
O STARBUCKS-FRAPPUCCINO 9 5
R TROPICANA-ORANGE-JUICE 2
R PRINGLES-SOUR-CREAM-&-ONION 6
P TASTYKAKE-HONEY-BUN 10
P SNICKERS 7
P PRINGLES-SOUR-CREAM-&-ONION 6
M 2
O SPRITE 3 8
P GATORADE 6
O HARIBO-GOLD-BEARS 5 10
R OREO 5
R TASTYKAKE-HONEY-BUN 5
P GATORADE 5
P LAYS-CLASSIC 1
O STARBUCKS-FRAPPUCCINO 2 10
R LAYS-BARBECUE 9
P PLANET-OATS-CHOCOLATE-MILK 5
O PEPSI 4 2
R DORITOS-COOL-RANCH 2
M 7
R CHEETOS-FLAMIN'-HOT 3
R FANTA-ORANGE 4
R MILKY-WAY 2
K WHAT-A-MATRAKA
O DORITOS-COOL-RANCH 3 7
K WHAT-A-MATRAKA
R GATORADE 5
P SPRITE 5
O SUN-CHIPS-HARVEST-CHEDDAR 6 10
M 9
P PLANET-OATS-CHOCOLATE-MILK 7
O CLIF-BAR-CHOCOLATE-CHIP 5 5
R GATORADE 3
R CHEETOS-CRUNCHY 8
R PLANET-OATS-CHOCOLATE-MILK 1
R DASANI-WATER 10
R DORITOS-COOL-RANCH 8
O LIFE-SAVERS-GUMMIES 10 1
R NUTRI-GRAIN-STRAWBERRY 6
P DORITOS-COOL-RANCH 8
P HARIBO-GOLD-BEARS 6
O RED-BULL 10 6
R POCKY-CHOCOLATE 5
R KIT-KAT 5
M 8
R STARBURST 2
R HOSTESS-TWINKIES 3
R MOUNTAIN-DEW 3
R SMARTWATER 3
R SKITTLES 10
R SMARTWATER 6
R CHEETOS-CRUNCHY 4
O SUN-CHIPS-HARVEST-CHEDDAR 1 3
R PEPSI 7
P PRINGLES-SOUR-CREAM-&-ONION 8
P GATORADE 9
M 6
R LAYS-CLASSIC 7
O STARBURST 5 2
R HOSTESS-DONETTES-POWDERED 9
P SNICKERS 9
R SNICKERS 2
P GATORADE 8
R M&M 2
O DORITOS-NACHO-CHEESE 2 8
R FANTA-ORANGE 2
R POWERADE 9
R OREO 10
P LAYS-BARBECUE 6
P MENTOS-FRUIT 4
R CHEETOS-FLAMIN'-HOT 4
R KIT-KAT 6
R PRINGLES-SOUR-CREAM-&-ONION 6
O TIC-TAC-ORANGE 10 5
R ALTOIDS-PEPPERMINT 3
P AQUAFINA-WATER 2
R 3-MUSKETEERS 3
R CHEETOS-FLAMIN'-HOT 1
R FANTA-ORANGE 3
R FIJI-WATER 5
R PLANET-OATS-CHOCOLATE-MILK 3
P CHEETOS-CRUNCHY 3
K WHAT-A-MATRAKA
O M&M 2 2
O KIND-BAR-DARK-CHOCOLATE-NUT 6 4
R SUN-CHIPS-HARVEST-CHEDDAR 7
O CHEETOS-FLAMIN'-HOT 2 6
R RED-BULL 8
R GATORADE 5
R M&M 1
R EXTRA-PEPPERMINT-GUM 5
R SUN-CHIPS-HARVEST-CHEDDAR 8
R DORITOS-COOL-RANCH 6
K WHAT-A-MATRAKA
R STARBURST 2
R HARIBO-GOLD-BEARS 3
R CLIF-BAR-CHOCOLATE-CHIP 5
R STARBURST 1
P SNICKERS 10
O HARIBO-GOLD-BEARS 8 4
R TIC-TAC-ORANGE 8
R FANTA-ORANGE 5
R FANTA-ORANGE 9
R RED-BULL 5
M 9
R SPRITE 9
R PEPSI 3
O MILKY-WAY 10 5
R MOUNTAIN-DEW 3
R DR-PEPPER 6
R NESQUIK-CHOCOLATE-MILK 3
R COCA-COLA 4
O NUTRI-GRAIN-STRAWBERRY 10 6
R SKITTLES 9
R TIC-TAC-ORANGE 4
R KIT-KAT 5
R LIFE-SAVERS-GUMMIES 4
R MILKY-WAY 2
R NESTEA-LEMON-TEA 8
R TASTYKAKE-HONEY-BUN 10
R POWERADE 8
P MOUNTAIN-DEW 4
R 3-MUSKETEERS 8
M 7
P PLANET-OATS-CHOCOLATE-MILK 3
R DASANI-WATER 3
R DASANI-WATER 7
P M&M 9
R POWERADE 5
R HARIBO-GOLD-BEARS 7
P DORITOS-NACHO-CHEESE 8
R HOSTESS-TWINKIES 7
R HOSTESS-DONETTES-POWDERED 8
R HOSTESS-DONETTES-POWDERED 2
P NESQUIK-CHOCOLATE-MILK 4
R DORITOS-COOL-RANCH 2
O 3-MUSKETEERS 3 4
K WHAT-A-MATRAKA
R LAYS-CLASSIC 8
R 3-MUSKETEERS 6
O FIJI-WATER 10 6
R NESTEA-LEMON-TEA 1
P SUN-CHIPS-HARVEST-CHEDDAR 3
R CHEETOS-FLAMIN'-HOT 1
R TIC-TAC-ORANGE 5
O M&M 2 5
P MOUNTAIN-DEW 4
