R POWERADE 4
R MENTOS-FRUIT 1
P EXTRA-PEPPERMINT-GUM 3
R TIC-TAC-ORANGE 6
R CLIF-BAR-CHOCOLATE-CHIP 9
P PLANET-OATS-CHOCOLATE-MILK 7
M 5
R EXTRA-PEPPERMINT-GUM 7
R DORITOS-COOL-RANCH 6
R OREO 10
P CHEETOS-FLAMIN'-HOT 9
M 1
R GATORADE 9
R CLIF-BAR-CHOCOLATE-CHIP 8
R 3-MUSKETEERS 6
P RED-BULL 6
R M&M 6
R TASTYKAKE-HONEY-BUN 3
R NESTEA-LEMON-TEA 9
M 7
R CHEETOS-CRUNCHY 2
O HOSTESS-DONETTES-POWDERED 9 8
O CHEETOS-CRUNCHY 3 1
R RITZ-CRACKERS 8
M 3
R SPRITE 4
K WHAT-A-MATRAKA
P LIFE-SAVERS-GUMMIES 2
R TASTYKAKE-HONEY-BUN 1
M 5
R SNICKERS 8
R LAYS-BARBECUE 9
R CHEETOS-FLAMIN'-HOT 8
R CLIF-BAR-CHOCOLATE-CHIP 2
R AQUAFINA-WATER 4
R CHEETOS-FLAMIN'-HOT 6
R NESQUIK-CHOCOLATE-MILK 10
P PRINGLES-ORIGINAL 2
R DORITOS-COOL-RANCH 1
R PRINGLES-ORIGINAL 7
K WHAT-A-MATRAKA
R TIC-TAC-ORANGE 2
R FIJI-WATER 4
R EXTRA-PEPPERMINT-GUM 2
R LAYS-BARBECUE 3
K WHAT-A-MATRAKA
R POWERADE 9
P POCKY-CHOCOLATE 7
R TROPICANA-ORANGE-JUICE 2
R TWIX 4
R TASTYKAKE-HONEY-BUN 3
P DASANI-WATER 6
R SNICKERS 7
K WHAT-A-MATRAKA
R DASANI-WATER 1
P KIT-KAT 6
P KIT-KAT 9
M 8
R SUN-CHIPS-HARVEST-CHEDDAR 10
R M&M 3
R PRINGLES-SOUR-CREAM-&-ONION 7
R MENTOS-FRUIT 1
O NESQUIK-CHOCOLATE-MILK 5 1
R CHEETOS-FLAMIN'-HOT 8
R DORITOS-NACHO-CHEESE 9
R NESQUIK-CHOCOLATE-MILK 7
R STARBURST 4
R TWIX 7
K WHAT-A-MATRAKA
R SPRITE 8
M 9
R TRIDENT-SPEARMINT-GUM 3
R 3-MUSKETEERS 4
R PRINGLES-ORIGINAL 6
R NESTEA-LEMON-TEA 7
R GATORADE 1
R POCKY-CHOCOLATE 4
R DORITOS-COOL-RANCH 1
K WHAT-A-MATRAKA
O TWIX 5 7
R PLANET-OATS-CHOCOLATE-MILK 6
R AQUAFINA-WATER 1
O GATORADE 10 8
O LIFE-SAVERS-GUMMIES 9 4
R CLIF-BAR-CHOCOLATE-CHIP 4
R GATORADE 5
O MONSTER-ENERGY 7 2
M 10
P PEPSI 6
R SKITTLES 6
R SUN-CHIPS-HARVEST-CHEDDAR 2
P LAYS-CLASSIC 3
R DORITOS-NACHO-CHEESE 9
R SNICKERS 10
M 9
R DORITOS-NACHO-CHEESE 4
P HARIBO-GOLD-BEARS 1
P SPRITE 7
R OREO 3
R SPRITE 3
K WHAT-A-MATRAKA
R ALTOIDS-PEPPERMINT 10
M 6
R MILKY-WAY 5
O STARBURST 9 2
R ALTOIDS-PEPPERMINT 2
P 3-MUSKETEERS 5
P SUN-CHIPS-HARVEST-CHEDDAR 7
O MILKY-WAY 6 10
P RITZ-CRACKERS 10
R DORITOS-NACHO-CHEESE 6
R RED-BULL 8
M 7
R COCA-COLA 8
