P ALTOIDS-PEPPERMINT 10
R AQUAFINA-WATER 10
O FANTA-ORANGE 10 4
P SMARTWATER 9
R LIFE-SAVERS-GUMMIES 6
R NESTEA-LEMON-TEA 5
R PRINGLES-SOUR-CREAM-&-ONION 10
R ALTOIDS-PEPPERMINT 4
O RED-BULL 7 8
R MONSTER-ENERGY 10
R CHEETOS-FLAMIN'-HOT 6
R POCKY-CHOCOLATE 7
R CLIF-BAR-CHOCOLATE-CHIP 10
M 10
R LIFE-SAVERS-GUMMIES 5
R OREO 6
P TIC-TAC-ORANGE 10
O RED-BULL 4 9
P POWERADE 6
R TRIDENT-SPEARMINT-GUM 4
O HOSTESS-TWINKIES 6 5
R STARBUCKS-FRAPPUCCINO 10
M 1
P DR-PEPPER 6
M 9
M 1
R LIFE-SAVERS-GUMMIES 2
R LAYS-CLASSIC 6
R GATORADE 9
R SMARTWATER 5
R HOSTESS-DONETTES-POWDERED 8
R RITZ-CRACKERS 5
O CHEETOS-FLAMIN'-HOT 1 5
R SUN-CHIPS-HARVEST-CHEDDAR 3
R COCA-COLA 8
P RITZ-CRACKERS 6
P TIC-TAC-ORANGE 9
R LIFE-SAVERS-GUMMIES 1
O KIND-BAR-DARK-CHOCOLATE-NUT 5 6
M 3
P ALTOIDS-PEPPERMINT 1
P HOSTESS-TWINKIES 7
P EXTRA-PEPPERMINT-GUM 2
R COCA-COLA 10
R TASTYKAKE-HONEY-BUN 7
P AQUAFINA-WATER 6
R SNICKERS 9
R OREO 2
R STARBURST 8
P TRIDENT-SPEARMINT-GUM 2
R MOUNTAIN-DEW 2
R SMARTWATER 7
O DR-PEPPER 2 1
R SPRITE 3
R LIFE-SAVERS-GUMMIES 8
R NESTEA-LEMON-TEA 5
R CHEETOS-CRUNCHY 1
R RITZ-CRACKERS 3
R TASTYKAKE-HONEY-BUN 9
R FANTA-ORANGE 7
R PRINGLES-SOUR-CREAM-&-ONION 1
R NUTRI-GRAIN-STRAWBERRY 7
R DORITOS-COOL-RANCH 1
R DASANI-WATER 3
O RITZ-CRACKERS 2 6
R SUN-CHIPS-HARVEST-CHEDDAR 5
R CHEETOS-FLAMIN'-HOT 9
P OREO 9
P RITZ-CRACKERS 6
